wk_file,wk_rank,wr_file,wr_rank,bk_file,bk_rank,target_raw,target_depth,target_bucket,bk_edge_dist,bk_corner_dist,bk_center_dist,wk_bk_chebyshev,wr_bk_manhattan,wk_wr_chebyshev,wk_bk_euclidean,wr_bk_euclidean,wr_bk_aligned,wk_support_close,bk_on_edge,bk_in_corner,wk_square,wr_square,bk_square,position_id,active_color,fullmove_number,fen
4,4,7,2,7,3,draw,-1,draw,1,2,2,3,1,3,3.1622776601683795,1.0,1,0,0,0,d4,g2,g3,2721,w,1,8/8/8/8/3K4/6k1/6R1/8 w - - 0 1
4,4,7,2,8,1,draw,-1,draw,0,0,3,4,2,3,5.0,1.4142135623730951,0,0,1,1,d4,g2,h1,2722,w,1,8/8/8/8/3K4/8/6R1/7k w - - 0 1
4,4,7,2,8,2,draw,-1,draw,0,1,3,4,1,3,4.47213595499958,1.0,1,0,1,0,d4,g2,h2,2723,w,1,8/8/8/8/3K4/8/6Rk/8 w - - 0 1
4,4,7,2,8,3,draw,-1,draw,0,2,3,4,2,3,4.123105625617661,1.4142135623730951,0,0,1,0,d4,g2,h3,2724,w,1,8/8/8/8/3K4/7k/6R1/8 w - - 0 1
4,4,7,3,6,2,draw,-1,draw,1,2,2,2,2,3,2.8284271247461903,1.4142135623730951,0,1,0,0,d4,g3,f2,2725,w,1,8/8/8/8/3K4/6R1/5k2/8 w - - 0 1
4,4,7,3,6,3,draw,-1,draw,2,2,1,2,1,3,2.23606797749979,1.0,1,1,0,0,d4,g3,f3,2726,w,1,8/8/8/8/3K4/5kR1/8/8 w - - 0 1
4,4,7,3,6,4,draw,-1,draw,2,3,1,2,2,3,2.0,1.4142135623730951,0,1,0,0,d4,g3,f4,2727,w,1,8/8/8/8/3K1k2/6R1/8/8 w - - 0 1
4,4,7,3,7,2,draw,-1,draw,1,1,2,3,1,3,3.605551275463989,1.0,1,0,0,0,d4,g3,g2,2728,w,1,8/8/8/8/3K4/6R1/6k1/8 w - - 0 1
4,4,7,3,7,4,draw,-1,draw,1,3,2,3,1,3,3.0,1.0,1,0,0,0,d4,g3,g4,2729,w,1,8/8/8/8/3K2k1/6R1/8/8 w - - 0 1
4,4,7,3,8,2,draw,-1,draw,0,1,3,4,2,3,4.47213595499958,1.4142135623730951,0,0,1,0,d4,g3,h2,2730,w,1,8/8/8/8/3K4/6R1/7k/8 w - - 0 1
4,4,7,3,8,3,draw,-1,draw,0,2,3,4,1,3,4.123105625617661,1.0,1,0,1,0,d4,g3,h3,2731,w,1,8/8/8/8/3K4/6Rk/8/8 w - - 0 1
4,4,7,3,8,4,draw,-1,draw,0,3,3,4,2,3,4.0,1.4142135623730951,0,0,1,0,d4,g3,h4,2732,w,1,8/8/8/8/3K3k/6R1/8/8 w - - 0 1
4,4,7,4,6,3,draw,-1,draw,2,2,1,2,2,3,2.23606797749979,1.4142135623730951,0,1,0,0,d4,g4,f3,2733,w,1,8/8/8/8/3K2R1/5k2/8/8 w - - 0 1
4,4,7,4,6,4,draw,-1,draw,2,3,1,2,1,3,2.0,1.0,1,1,0,0,d4,g4,f4,2734,w,1,8/8/8/8/3K1kR1/8/8/8 w - - 0 1
4,4,7,4,6,5,draw,-1,draw,2,3,1,2,2,3,2.23606797749979,1.4142135623730951,0,1,0,0,d4,g4,f5,2735,w,1,8/8/8/5k2/3K2R1/8/8/8 w - - 0 1
4,4,7,4,7,3,draw,-1,draw,1,2,2,3,1,3,3.1622776601683795,1.0,1,0,0,0,d4,g4,g3,2736,w,1,8/8/8/8/3K2R1/6k1/8/8 w - - 0 1
4,4,7,4,7,5,draw,-1,draw,1,3,2,3,1,3,3.1622776601683795,1.0,1,0,0,0,d4,g4,g5,2737,w,1,8/8/8/6k1/3K2R1/8/8/8 w - - 0 1
4,4,7,4,8,3,draw,-1,draw,0,2,3,4,2,3,4.123105625617661,1.4142135623730951,0,0,1,0,d4,g4,h3,2738,w,1,8/8/8/8/3K2R1/7k/8/8 w - - 0 1
4,4,7,4,8,4,draw,-1,draw,0,3,3,4,1,3,4.0,1.0,1,0,1,0,d4,g4,h4,2739,w,1,8/8/8/8/3K2Rk/8/8/8 w - - 0 1
4,4,7,4,8,5,draw,-1,draw,0,3,3,4,2,3,4.123105625617661,1.4142135623730951,0,0,1,0,d4,g4,h5,2740,w,1,8/8/8/7k/3K2R1/8/8/8 w - - 0 1
4,4,7,5,6,4,draw,-1,draw,2,3,1,2,2,3,2.0,1.4142135623730951,0,1,0,0,d4,g5,f4,2741,w,1,8/8/8/6R1/3K1k2/8/8/8 w - - 0 1
4,4,7,5,6,5,draw,-1,draw,2,3,1,2,1,3,2.23606797749979,1.0,1,1,0,0,d4,g5,f5,2742,w,1,8/8/8/5kR1/3K4/8/8/8 w - - 0 1
4,4,7,5,6,6,draw,-1,draw,2,2,1,2,2,3,2.8284271247461903,1.4142135623730951,0,1,0,0,d4,g5,f6,2743,w,1,8/8/5k2/6R1/3K4/8/8/8 w - - 0 1
4,4,7,5,7,4,draw,-1,draw,1,3,2,3,1,3,3.0,1.0,1,0,0,0,d4,g5,g4,2744,w,1,8/8/8/6R1/3K2k1/8/8/8 w - - 0 1
4,4,7,5,7,6,draw,-1,draw,1,2,2,3,1,3,3.605551275463989,1.0,1,0,0,0,d4,g5,g6,2745,w,1,8/8/6k1/6R1/3K4/8/8/8 w - - 0 1
4,4,7,5,8,4,draw,-1,draw,0,3,3,4,2,3,4.0,1.4142135623730951,0,0,1,0,d4,g5,h4,2746,w,1,8/8/8/6R1/3K3k/8/8/8 w - - 0 1
4,4,7,5,8,5,draw,-1,draw,0,3,3,4,1,3,4.123105625617661,1.0,1,0,1,0,d4,g5,h5,2747,w,1,8/8/8/6Rk/3K4/8/8/8 w - - 0 1
4,4,7,5,8,6,draw,-1,draw,0,2,3,4,2,3,4.47213595499958,1.4142135623730951,0,0,1,0,d4,g5,h6,2748,w,1,8/8/7k/6R1/3K4/8/8/8 w - - 0 1
4,4,7,6,6,5,draw,-1,draw,2,3,1,2,2,3,2.23606797749979,1.4142135623730951,0,1,0,0,d4,g6,f5,2749,w,1,8/8/6R1/5k2/3K4/8/8/8 w - - 0 1
4,4,7,6,6,6,draw,-1,draw,2,2,1,2,1,3,2.8284271247461903,1.0,1,1,0,0,d4,g6,f6,2750,w,1,8/8/5kR1/8/3K4/8/8/8 w - - 0 1
4,4,7,6,7,5,draw,-1,draw,1,3,2,3,1,3,3.1622776601683795,1.0,1,0,0,0,d4,g6,g5,2751,w,1,8/8/6R1/6k1/3K4/8/8/8 w - - 0 1
4,4,7,6,7,7,draw,-1,draw,1,1,2,3,1,3,4.242640687119285,1.0,1,0,0,0,d4,g6,g7,2752,w,1,8/6k1/6R1/8/3K4/8/8/8 w - - 0 1
4,4,7,6,8,5,draw,-1,draw,0,3,3,4,2,3,4.123105625617661,1.4142135623730951,0,0,1,0,d4,g6,h5,2753,w,1,8/8/6R1/7k/3K4/8/8/8 w - - 0 1
4,4,7,6,8,6,draw,-1,draw,0,2,3,4,1,3,4.47213595499958,1.0,1,0,1,0,d4,g6,h6,2754,w,1,8/8/6Rk/8/3K4/8/8/8 w - - 0 1
4,4,7,6,8,7,draw,-1,draw,0,1,3,4,2,3,5.0,1.4142135623730951,0,0,1,0,d4,g6,h7,2755,w,1,8/7k/6R1/8/3K4/8/8/8 w - - 0 1
4,4,7,7,6,6,draw,-1,draw,2,2,1,2,2,3,2.8284271247461903,1.4142135623730951,0,1,0,0,d4,g7,f6,2756,w,1,8/6R1/5k2/8/3K4/8/8/8 w - - 0 1
4,4,7,7,7,6,draw,-1,draw,1,2,2,3,1,3,3.605551275463989,1.0,1,0,0,0,d4,g7,g6,2757,w,1,8/6R1/6k1/8/3K4/8/8/8 w - - 0 1
4,4,7,7,8,6,draw,-1,draw,0,2,3,4,2,3,4.47213595499958,1.4142135623730951,0,0,1,0,d4,g7,h6,2758,w,1,8/6R1/7k/8/3K4/8/8/8 w - - 0 1
4,4,7,7,8,7,draw,-1,draw,0,1,3,4,1,3,5.0,1.0,1,0,1,0,d4,g7,h7,2759,w,1,8/6Rk/8/8/3K4/8/8/8 w - - 0 1
4,4,7,7,8,8,draw,-1,draw,0,0,3,4,2,3,5.656854249492381,1.4142135623730951,0,0,1,1,d4,g7,h8,2760,w,1,7k/6R1/8/8/3K4/8/8/8 w - - 0 1
4,4,7,8,8,7,draw,-1,draw,0,1,3,4,2,4,5.0,1.4142135623730951,0,0,1,0,d4,g8,h7,2761,w,1,6R1/7k/8/8/3K4/8/8/8 w - - 0 1
4,4,8,1,7,1,draw,-1,draw,0,1,3,3,1,4,4.242640687119285,1.0,1,0,1,0,d4,h1,g1,2762,w,1,8/8/8/8/3K4/8/8/6kR w - - 0 1
4,4,8,1,7,2,draw,-1,draw,1,1,2,3,2,4,3.605551275463989,1.4142135623730951,0,0,0,0,d4,h1,g2,2763,w,1,8/8/8/8/3K4/8/6k1/7R w - - 0 1
4,4,8,1,8,2,draw,-1,draw,0,1,3,4,1,4,4.47213595499958,1.0,1,0,1,0,d4,h1,h2,2764,w,1,8/8/8/8/3K4/8/7k/7R w - - 0 1
4,4,8,2,7,1,draw,-1,draw,0,1,3,3,2,4,4.242640687119285,1.4142135623730951,0,0,1,0,d4,h2,g1,2765,w,1,8/8/8/8/3K4/8/7R/6k1 w - - 0 1
4,4,8,2,7,2,draw,-1,draw,1,1,2,3,1,4,3.605551275463989,1.0,1,0,0,0,d4,h2,g2,2766,w,1,8/8/8/8/3K4/8/6kR/8 w - - 0 1
4,4,8,2,7,3,draw,-1,draw,1,2,2,3,2,4,3.1622776601683795,1.4142135623730951,0,0,0,0,d4,h2,g3,2767,w,1,8/8/8/8/3K4/6k1/7R/8 w - - 0 1
4,4,8,2,8,1,draw,-1,draw,0,0,3,4,1,4,5.0,1.0,1,0,1,1,d4,h2,h1,2768,w,1,8/8/8/8/3K4/8/7R/7k w - - 0 1
4,4,8,2,8,3,draw,-1,draw,0,2,3,4,1,4,4.123105625617661,1.0,1,0,1,0,d4,h2,h3,2769,w,1,8/8/8/8/3K4/7k/7R/8 w - - 0 1
4,4,8,3,7,2,draw,-1,draw,1,1,2,3,2,4,3.605551275463989,1.4142135623730951,0,0,0,0,d4,h3,g2,2770,w,1,8/8/8/8/3K4/7R/6k1/8 w - - 0 1
4,4,8,3,7,3,draw,-1,draw,1,2,2,3,1,4,3.1622776601683795,1.0,1,0,0,0,d4,h3,g3,2771,w,1,8/8/8/8/3K4/6kR/8/8 w - - 0 1
4,4,8,3,7,4,draw,-1,draw,1,3,2,3,2,4,3.0,1.4142135623730951,0,0,0,0,d4,h3,g4,2772,w,1,8/8/8/8/3K2k1/7R/8/8 w - - 0 1
4,4,8,3,8,2,draw,-1,draw,0,1,3,4,1,4,4.47213595499958,1.0,1,0,1,0,d4,h3,h2,2773,w,1,8/8/8/8/3K4/7R/7k/8 w - - 0 1
4,4,8,3,8,4,draw,-1,draw,0,3,3,4,1,4,4.0,1.0,1,0,1,0,d4,h3,h4,2774,w,1,8/8/8/8/3K3k/7R/8/8 w - - 0 1
4,4,8,4,7,3,draw,-1,draw,1,2,2,3,2,4,3.1622776601683795,1.4142135623730951,0,0,0,0,d4,h4,g3,2775,w,1,8/8/8/8/3K3R/6k1/8/8 w - - 0 1
4,4,8,4,7,4,draw,-1,draw,1,3,2,3,1,4,3.0,1.0,1,0,0,0,d4,h4,g4,2776,w,1,8/8/8/8/3K2kR/8/8/8 w - - 0 1
4,4,8,4,7,5,draw,-1,draw,1,3,2,3,2,4,3.1622776601683795,1.4142135623730951,0,0,0,0,d4,h4,g5,2777,w,1,8/8/8/6k1/3K3R/8/8/8 w - - 0 1
4,4,8,4,8,3,draw,-1,draw,0,2,3,4,1,4,4.123105625617661,1.0,1,0,1,0,d4,h4,h3,2778,w,1,8/8/8/8/3K3R/7k/8/8 w - - 0 1
4,4,8,4,8,5,draw,-1,draw,0,3,3,4,1,4,4.123105625617661,1.0,1,0,1,0,d4,h4,h5,2779,w,1,8/8/8/7k/3K3R/8/8/8 w - - 0 1
4,4,8,5,7,4,draw,-1,draw,1,3,2,3,2,4,3.0,1.4142135623730951,0,0,0,0,d4,h5,g4,2780,w,1,8/8/8/7R/3K2k1/8/8/8 w - - 0 1
4,4,8,5,7,5,draw,-1,draw,1,3,2,3,1,4,3.1622776601683795,1.0,1,0,0,0,d4,h5,g5,2781,w,1,8/8/8/6kR/3K4/8/8/8 w - - 0 1
4,4,8,5,7,6,draw,-1,draw,1,2,2,3,2,4,3.605551275463989,1.4142135623730951,0,0,0,0,d4,h5,g6,2782,w,1,8/8/6k1/7R/3K4/8/8/8 w - - 0 1
4,4,8,5,8,4,draw,-1,draw,0,3,3,4,1,4,4.0,1.0,1,0,1,0,d4,h5,h4,2783,w,1,8/8/8/7R/3K3k/8/8/8 w - - 0 1
4,4,8,5,8,6,draw,-1,draw,0,2,3,4,1,4,4.47213595499958,1.0,1,0,1,0,d4,h5,h6,2784,w,1,8/8/7k/7R/3K4/8/8/8 w - - 0 1
4,4,8,6,7,5,draw,-1,draw,1,3,2,3,2,4,3.1622776601683795,1.4142135623730951,0,0,0,0,d4,h6,g5,2785,w,1,8/8/7R/6k1/3K4/8/8/8 w - - 0 1
4,4,8,6,7,6,draw,-1,draw,1,2,2,3,1,4,3.605551275463989,1.0,1,0,0,0,d4,h6,g6,2786,w,1,8/8/6kR/8/3K4/8/8/8 w - - 0 1
4,4,8,6,7,7,draw,-1,draw,1,1,2,3,2,4,4.242640687119285,1.4142135623730951,0,0,0,0,d4,h6,g7,2787,w,1,8/6k1/7R/8/3K4/8/8/8 w - - 0 1
4,4,8,6,8,5,draw,-1,draw,0,3,3,4,1,4,4.123105625617661,1.0,1,0,1,0,d4,h6,h5,2788,w,1,8/8/7R/7k/3K4/8/8/8 w - - 0 1
4,4,8,6,8,7,draw,-1,draw,0,1,3,4,1,4,5.0,1.0,1,0,1,0,d4,h6,h7,2789,w,1,8/7k/7R/8/3K4/8/8/8 w - - 0 1
4,4,8,7,7,6,draw,-1,draw,1,2,2,3,2,4,3.605551275463989,1.4142135623730951,0,0,0,0,d4,h7,g6,2790,w,1,8/7R/6k1/8/3K4/8/8/8 w - - 0 1
4,4,8,7,7,7,draw,-1,draw,1,1,2,3,1,4,4.242640687119285,1.0,1,0,0,0,d4,h7,g7,2791,w,1,8/6kR/8/8/3K4/8/8/8 w - - 0 1
4,4,8,7,8,6,draw,-1,draw,0,2,3,4,1,4,4.47213595499958,1.0,1,0,1,0,d4,h7,h6,2792,w,1,8/7R/7k/8/3K4/8/8/8 w - - 0 1
4,4,8,7,8,8,draw,-1,draw,0,0,3,4,1,4,5.656854249492381,1.0,1,0,1,1,d4,h7,h8,2793,w,1,7k/7R/8/8/3K4/8/8/8 w - - 0 1
4,4,8,8,7,7,draw,-1,draw,1,1,2,3,2,4,4.242640687119285,1.4142135623730951,0,0,0,0,d4,h8,g7,2794,w,1,7R/6k1/8/8/3K4/8/8/8 w - - 0 1
4,4,8,8,8,7,draw,-1,draw,0,1,3,4,1,4,5.0,1.0,1,0,1,0,d4,h8,h7,2795,w,1,7R/7k/8/8/3K4/8/8/8 w - - 0 1
3,1,1,3,1,1,zero,0,win_0_2,0,0,3,2,2,2,2.0,2.0,1,1,1,1,c1,a3,a1,2796,w,1,8/8/8/8/8/R7/8/k1K5 w - - 0 1
3,1,1,4,1,1,zero,0,win_0_2,0,0,3,2,3,3,2.0,3.0,1,1,1,1,c1,a4,a1,2797,w,1,8/8/8/8/R7/8/8/k1K5 w - - 0 1
3,1,1,5,1,1,zero,0,win_0_2,0,0,3,2,4,4,2.0,4.0,1,1,1,1,c1,a5,a1,2798,w,1,8/8/8/R7/8/8/8/k1K5 w - - 0 1
3,1,1,6,1,1,zero,0,win_0_2,0,0,3,2,5,5,2.0,5.0,1,1,1,1,c1,a6,a1,2799,w,1,8/8/R7/8/8/8/8/k1K5 w - - 0 1
3,1,1,7,1,1,zero,0,win_0_2,0,0,3,2,6,6,2.0,6.0,1,1,1,1,c1,a7,a1,2800,w,1,8/R7/8/8/8/8/8/k1K5 w - - 0 1
3,1,1,8,1,1,zero,0,win_0_2,0,0,3,2,7,7,2.0,7.0,1,1,1,1,c1,a8,a1,2801,w,1,R7/8/8/8/8/8/8/k1K5 w - - 0 1
3,2,1,3,1,1,zero,0,win_0_2,0,0,3,2,2,2,2.23606797749979,2.0,1,1,1,1,c2,a3,a1,2802,w,1,8/8/8/8/8/R7/2K5/k7 w - - 0 1
3,2,1,4,1,1,zero,0,win_0_2,0,0,3,2,3,2,2.23606797749979,3.0,1,1,1,1,c2,a4,a1,2803,w,1,8/8/8/8/R7/8/2K5/k7 w - - 0 1
3,2,1,4,1,2,zero,0,win_0_2,0,1,3,2,2,2,2.0,2.0,1,1,1,0,c2,a4,a2,2804,w,1,8/8/8/8/R7/8/k1K5/8 w - - 0 1
3,2,1,5,1,1,zero,0,win_0_2,0,0,3,2,4,3,2.23606797749979,4.0,1,1,1,1,c2,a5,a1,2805,w,1,8/8/8/R7/8/8/2K5/k7 w - - 0 1
3,2,1,5,1,2,zero,0,win_0_2,0,1,3,2,3,3,2.0,3.0,1,1,1,0,c2,a5,a2,2806,w,1,8/8/8/R7/8/8/k1K5/8 w - - 0 1
3,2,1,6,1,1,zero,0,win_0_2,0,0,3,2,5,4,2.23606797749979,5.0,1,1,1,1,c2,a6,a1,2807,w,1,8/8/R7/8/8/8/2K5/k7 w - - 0 1
3,2,1,6,1,2,zero,0,win_0_2,0,1,3,2,4,4,2.0,4.0,1,1,1,0,c2,a6,a2,2808,w,1,8/8/R7/8/8/8/k1K5/8 w - - 0 1
3,2,1,7,1,1,zero,0,win_0_2,0,0,3,2,6,5,2.23606797749979,6.0,1,1,1,1,c2,a7,a1,2809,w,1,8/R7/8/8/8/8/2K5/k7 w - - 0 1
3,2,1,7,1,2,zero,0,win_0_2,0,1,3,2,5,5,2.0,5.0,1,1,1,0,c2,a7,a2,2810,w,1,8/R7/8/8/8/8/k1K5/8 w - - 0 1
3,2,1,8,1,1,zero,0,win_0_2,0,0,3,2,7,6,2.23606797749979,7.0,1,1,1,1,c2,a8,a1,2811,w,1,R7/8/8/8/8/8/2K5/k7 w - - 0 1
3,2,1,8,1,2,zero,0,win_0_2,0,1,3,2,6,6,2.0,6.0,1,1,1,0,c2,a8,a2,2812,w,1,R7/8/8/8/8/8/k1K5/8 w - - 0 1
3,3,1,1,3,1,zero,0,win_0_2,0,2,3,2,2,2,2.0,2.0,1,1,1,0,c3,a1,c1,2813,w,1,8/8/8/8/8/2K5/8/R1k5 w - - 0 1
3,3,5,1,3,1,zero,0,win_0_2,0,2,3,2,2,2,2.0,2.0,1,1,1,0,c3,e1,c1,2814,w,1,8/8/8/8/8/2K5/8/2k1R3 w - - 0 1
3,3,6,1,3,1,zero,0,win_0_2,0,2,3,2,3,3,2.0,3.0,1,1,1,0,c3,f1,c1,2815,w,1,8/8/8/8/8/2K5/8/2k2R2 w - - 0 1
3,3,7,1,3,1,zero,0,win_0_2,0,2,3,2,4,4,2.0,4.0,1,1,1,0,c3,g1,c1,2816,w,1,8/8/8/8/8/2K5/8/2k3R1 w - - 0 1
3,3,8,1,3,1,zero,0,win_0_2,0,2,3,2,5,5,2.0,5.0,1,1,1,0,c3,h1,c1,2817,w,1,8/8/8/8/8/2K5/8/2k4R w - - 0 1
4,3,1,1,4,1,zero,0,win_0_2,0,3,3,2,3,3,2.0,3.0,1,1,1,0,d3,a1,d1,2818,w,1,8/8/8/8/8/3K4/8/R2k4 w - - 0 1
4,3,2,1,4,1,zero,0,win_0_2,0,3,3,2,2,2,2.0,2.0,1,1,1,0,d3,b1,d1,2819,w,1,8/8/8/8/8/3K4/8/1R1k4 w - - 0 1
4,3,6,1,4,1,zero,0,win_0_2,0,3,3,2,2,2,2.0,2.0,1,1,1,0,d3,f1,d1,2820,w,1,8/8/8/8/8/3K4/8/3k1R2 w - - 0 1
4,3,7,1,4,1,zero,0,win_0_2,0,3,3,2,3,3,2.0,3.0,1,1,1,0,d3,g1,d1,2821,w,1,8/8/8/8/8/3K4/8/3k2R1 w - - 0 1
4,3,8,1,4,1,zero,0,win_0_2,0,3,3,2,4,4,2.0,4.0,1,1,1,0,d3,h1,d1,2822,w,1,8/8/8/8/8/3K4/8/3k3R w - - 0 1
3,1,3,3,1,2,one,1,win_0_2,0,1,3,2,3,2,2.23606797749979,2.23606797749979,0,1,1,0,c1,c3,a2,2823,w,1,8/8/8/8/8/2R5/k7/2K5 w - - 0 1
3,1,4,3,1,2,one,1,win_0_2,0,1,3,2,4,2,2.23606797749979,3.1622776601683795,0,1,1,0,c1,d3,a2,2824,w,1,8/8/8/8/8/3R4/k7/2K5 w - - 0 1
3,1,5,3,1,2,one,1,win_0_2,0,1,3,2,5,2,2.23606797749979,4.123105625617661,0,1,1,0,c1,e3,a2,2825,w,1,8/8/8/8/8/4R3/k7/2K5 w - - 0 1
3,1,6,3,1,2,one,1,win_0_2,0,1,3,2,6,3,2.23606797749979,5.0990195135927845,0,1,1,0,c1,f3,a2,2826,w,1,8/8/8/8/8/5R2/k7/2K5 w - - 0 1
3,1,7,3,1,2,one,1,win_0_2,0,1,3,2,7,4,2.23606797749979,6.082762530298219,0,1,1,0,c1,g3,a2,2827,w,1,8/8/8/8/8/6R1/k7/2K5 w - - 0 1
3,1,8,3,1,2,one,1,win_0_2,0,1,3,2,8,5,2.23606797749979,7.0710678118654755,0,1,1,0,c1,h3,a2,2828,w,1,8/8/8/8/8/7R/k7/2K5 w - - 0 1
3,2,2,3,1,2,one,1,win_0_2,0,1,3,2,2,1,2.0,1.4142135623730951,0,1,1,0,c2,b3,a2,2829,w,1,8/8/8/8/8/1R6/k1K5/8 w - - 0 1
3,2,2,4,1,1,one,1,win_0_2,0,0,3,2,4,2,2.23606797749979,3.1622776601683795,0,1,1,1,c2,b4,a1,2830,w,1,8/8/8/8/1R6/8/2K5/k7 w - - 0 1
3,2,2,5,1,1,one,1,win_0_2,0,0,3,2,5,3,2.23606797749979,4.123105625617661,0,1,1,1,c2,b5,a1,2831,w,1,8/8/8/1R6/8/8/2K5/k7 w - - 0 1
3,2,2,6,1,1,one,1,win_0_2,0,0,3,2,6,4,2.23606797749979,5.0990195135927845,0,1,1,1,c2,b6,a1,2832,w,1,8/8/1R6/8/8/8/2K5/k7 w - - 0 1
3,2,2,7,1,1,one,1,win_0_2,0,0,3,2,7,5,2.23606797749979,6.082762530298219,0,1,1,1,c2,b7,a1,2833,w,1,8/1R6/8/8/8/8/2K5/k7 w - - 0 1
3,2,2,8,1,1,one,1,win_0_2,0,0,3,2,8,6,2.23606797749979,7.0710678118654755,0,1,1,1,c2,b8,a1,2834,w,1,1R6/8/8/8/8/8/2K5/k7 w - - 0 1
3,2,3,3,1,2,one,1,win_0_2,0,1,3,2,3,1,2.0,2.23606797749979,0,1,1,0,c2,c3,a2,2835,w,1,8/8/8/8/8/2R5/k1K5/8 w - - 0 1
3,2,3,4,1,1,one,1,win_0_2,0,0,3,2,5,2,2.23606797749979,3.605551275463989,0,1,1,1,c2,c4,a1,2836,w,1,8/8/8/8/2R5/8/2K5/k7 w - - 0 1
3,2,3,4,1,3,one,1,win_0_2,0,2,3,2,3,2,2.23606797749979,2.23606797749979,0,1,1,0,c2,c4,a3,2837,w,1,8/8/8/8/2R5/k7/2K5/8 w - - 0 1
3,2,3,5,1,1,one,1,win_0_2,0,0,3,2,6,3,2.23606797749979,4.47213595499958,0,1,1,1,c2,c5,a1,2838,w,1,8/8/8/2R5/8/8/2K5/k7 w - - 0 1
3,2,3,6,1,1,one,1,win_0_2,0,0,3,2,7,4,2.23606797749979,5.385164807134504,0,1,1,1,c2,c6,a1,2839,w,1,8/8/2R5/8/8/8/2K5/k7 w - - 0 1
3,2,3,7,1,1,one,1,win_0_2,0,0,3,2,8,5,2.23606797749979,6.324555320336759,0,1,1,1,c2,c7,a1,2840,w,1,8/2R5/8/8/8/8/2K5/k7 w - - 0 1
3,2,3,8,1,1,one,1,win_0_2,0,0,3,2,9,6,2.23606797749979,7.280109889280518,0,1,1,1,c2,c8,a1,2841,w,1,2R5/8/8/8/8/8/2K5/k7 w - - 0 1
3,2,4,3,1,2,one,1,win_0_2,0,1,3,2,4,1,2.0,3.1622776601683795,0,1,1,0,c2,d3,a2,2842,w,1,8/8/8/8/8/3R4/k1K5/8 w - - 0 1
3,2,4,4,1,1,one,1,win_0_2,0,0,3,2,6,2,2.23606797749979,4.242640687119285,0,1,1,1,c2,d4,a1,2843,w,1,8/8/8/8/3R4/8/2K5/k7 w - - 0 1
3,2,4,4,1,3,one,1,win_0_2,0,2,3,2,4,2,2.23606797749979,3.1622776601683795,0,1,1,0,c2,d4,a3,2844,w,1,8/8/8/8/3R4/k7/2K5/8 w - - 0 1
3,2,4,5,1,1,one,1,win_0_2,0,0,3,2,7,3,2.23606797749979,5.0,0,1,1,1,c2,d5,a1,2845,w,1,8/8/8/3R4/8/8/2K5/k7 w - - 0 1
3,2,4,6,1,1,one,1,win_0_2,0,0,3,2,8,4,2.23606797749979,5.830951894845301,0,1,1,1,c2,d6,a1,2846,w,1,8/8/3R4/8/8/8/2K5/k7 w - - 0 1
3,2,4,7,1,1,one,1,win_0_2,0,0,3,2,9,5,2.23606797749979,6.708203932499369,0,1,1,1,c2,d7,a1,2847,w,1,8/3R4/8/8/8/8/2K5/k7 w - - 0 1
3,2,4,8,1,1,one,1,win_0_2,0,0,3,2,10,6,2.23606797749979,7.615773105863909,0,1,1,1,c2,d8,a1,2848,w,1,3R4/8/8/8/8/8/2K5/k7 w - - 0 1
3,2,5,3,1,2,one,1,win_0_2,0,1,3,2,5,2,2.0,4.123105625617661,0,1,1,0,c2,e3,a2,2849,w,1,8/8/8/8/8/4R3/k1K5/8 w - - 0 1
3,2,5,4,1,1,one,1,win_0_2,0,0,3,2,7,2,2.23606797749979,5.0,0,1,1,1,c2,e4,a1,2850,w,1,8/8/8/8/4R3/8/2K5/k7 w - - 0 1
3,2,5,4,1,3,one,1,win_0_2,0,2,3,2,5,2,2.23606797749979,4.123105625617661,0,1,1,0,c2,e4,a3,2851,w,1,8/8/8/8/4R3/k7/2K5/8 w - - 0 1
3,2,5,5,1,1,one,1,win_0_2,0,0,3,2,8,3,2.23606797749979,5.656854249492381,0,1,1,1,c2,e5,a1,2852,w,1,8/8/8/4R3/8/8/2K5/k7 w - - 0 1
3,2,5,6,1,1,one,1,win_0_2,0,0,3,2,9,4,2.23606797749979,6.4031242374328485,0,1,1,1,c2,e6,a1,2853,w,1,8/8/4R3/8/8/8/2K5/k7 w - - 0 1
3,2,5,7,1,1,one,1,win_0_2,0,0,3,2,10,5,2.23606797749979,7.211102550927978,0,1,1,1,c2,e7,a1,2854,w,1,8/4R3/8/8/8/8/2K5/k7 w - - 0 1
3,2,5,8,1,1,one,1,win_0_2,0,0,3,2,11,6,2.23606797749979,8.06225774829855,0,1,1,1,c2,e8,a1,2855,w,1,4R3/8/8/8/8/8/2K5/k7 w - - 0 1
3,2,6,3,1,2,one,1,win_0_2,0,1,3,2,6,3,2.0,5.0990195135927845,0,1,1,0,c2,f3,a2,2856,w,1,8/8/8/8/8/5R2/k1K5/8 w - - 0 1
3,2,6,4,1,1,one,1,win_0_2,0,0,3,2,8,3,2.23606797749979,5.830951894845301,0,1,1,1,c2,f4,a1,2857,w,1,8/8/8/8/5R2/8/2K5/k7 w - - 0 1
3,2,6,4,1,3,one,1,win_0_2,0,2,3,2,6,3,2.23606797749979,5.0990195135927845,0,1,1,0,c2,f4,a3,2858,w,1,8/8/8/8/5R2/k7/2K5/8 w - - 0 1
