position_id,wk_file,wk_rank,wr_file,wr_rank,bk_file,bk_rank,wk_square,wr_square,bk_square,fen,target_raw,target_depth,target_bucket,bk_edge_dist,bk_corner_dist,bk_center_dist,wk_bk_chebyshev,wr_bk_manhattan,wk_wr_chebyshev,wk_bk_euclidean,wr_bk_euclidean,wr_bk_aligned,wk_support_close,bk_on_edge,bk_in_corner
5035,4,3,8,4,6,1,d3,h4,f1,8/8/8/8/7R/3K4/8/5k2 w - - 0 1,seven,7,win_6_9,0,2,3,2,5,4,2.8284271247461903,3.605551275463989,0,1,1,0
5036,4,3,8,4,7,1,d3,h4,g1,8/8/8/8/7R/3K4/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,4,4,3.605551275463989,3.1622776601683795,0,0,1,0
5037,4,3,8,5,1,3,d3,h5,a3,8/8/8/7R/8/k2K4/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,3,9,4,3.0,7.280109889280518,0,0,1,0
5038,4,3,8,5,1,4,d3,h5,a4,8/8/8/7R/k7/3K4/8/8 w - - 0 1,seven,7,win_6_9,0,3,3,3,8,4,3.1622776601683795,7.0710678118654755,0,0,1,0
5039,4,3,8,5,2,3,d3,h5,b3,8/8/8/7R/8/1k1K4/8/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,8,4,2.0,6.324555320336759,0,1,0,0
5040,4,3,8,5,8,1,d3,h5,h1,8/8/8/7R/8/3K4/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,4,4,4.47213595499958,4.0,1,0,1,1
5041,4,3,8,6,1,3,d3,h6,a3,8/8/7R/8/8/k2K4/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,3,10,4,3.0,7.615773105863909,0,0,1,0
5042,4,3,8,6,2,3,d3,h6,b3,8/8/7R/8/8/1k1K4/8/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,9,4,2.0,6.708203932499369,0,1,0,0
5043,4,3,8,6,8,1,d3,h6,h1,8/8/7R/8/8/3K4/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,5,4,4.47213595499958,5.0,1,0,1,1
5044,4,3,8,7,1,3,d3,h7,a3,8/7R/8/8/8/k2K4/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,3,11,4,3.0,8.06225774829855,0,0,1,0
5045,4,3,8,7,1,8,d3,h7,a8,k7/7R/8/8/8/3K4/8/8 w - - 0 1,seven,7,win_6_9,0,0,3,5,8,4,5.830951894845301,7.0710678118654755,0,0,1,1
5046,4,3,8,7,2,3,d3,h7,b3,8/7R/8/8/8/1k1K4/8/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,10,4,2.0,7.211102550927978,0,1,0,0
5047,4,3,8,7,3,8,d3,h7,c8,2k5/7R/8/8/8/3K4/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,5,6,4,5.0990195135927845,5.0990195135927845,0,0,1,0
5048,4,3,8,8,1,3,d3,h8,a3,7R/8/8/8/8/k2K4/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,3,12,5,3.0,8.602325267042627,0,0,1,0
5049,4,3,8,8,2,3,d3,h8,b3,7R/8/8/8/8/1k1K4/8/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,11,5,2.0,7.810249675906654,0,1,0,0
5050,4,4,1,1,8,1,d4,a1,h1,8/8/8/8/3K4/8/8/R6k w - - 0 1,seven,7,win_6_9,0,0,3,4,7,3,5.0,7.0,1,0,1,1
5051,4,4,1,3,3,2,d4,a3,c2,8/8/8/8/3K4/R7/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,3,3,2.23606797749979,2.23606797749979,0,1,0,0
5052,4,4,1,3,8,1,d4,a3,h1,8/8/8/8/3K4/R7/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,9,3,5.0,7.280109889280518,0,0,1,1
5053,4,4,1,3,8,2,d4,a3,h2,8/8/8/8/3K4/R7/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,8,3,4.47213595499958,7.0710678118654755,0,0,1,0
5054,4,4,1,5,8,1,d4,a5,h1,8/8/8/R7/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,11,3,5.0,8.06225774829855,0,0,1,1
5055,4,4,1,6,8,1,d4,a6,h1,8/8/R7/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,12,3,5.0,8.602325267042627,0,0,1,1
5056,4,4,1,7,8,1,d4,a7,h1,8/R7/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,13,3,5.0,9.219544457292887,0,0,1,1
5057,4,4,1,8,8,1,d4,a8,h1,R7/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,14,4,5.0,9.899494936611665,0,0,1,1
5058,4,4,2,1,8,1,d4,b1,h1,8/8/8/8/3K4/8/8/1R5k w - - 0 1,seven,7,win_6_9,0,0,3,4,6,3,5.0,6.0,1,0,1,1
5059,4,4,2,3,8,1,d4,b3,h1,8/8/8/8/3K4/1R6/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,8,2,5.0,6.324555320336759,0,0,1,1
5060,4,4,2,3,8,2,d4,b3,h2,8/8/8/8/3K4/1R6/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,7,2,4.47213595499958,6.082762530298219,0,0,1,0
5061,4,4,2,4,3,2,d4,b4,c2,8/8/8/8/1R1K4/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,3,2,2.23606797749979,2.23606797749979,0,1,0,0
5062,4,4,2,5,3,2,d4,b5,c2,8/8/8/1R6/3K4/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,4,2,2.23606797749979,3.1622776601683795,0,1,0,0
5063,4,4,2,5,8,1,d4,b5,h1,8/8/8/1R6/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,10,2,5.0,7.211102550927978,0,0,1,1
5064,4,4,2,6,3,2,d4,b6,c2,8/8/1R6/8/3K4/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,5,2,2.23606797749979,4.123105625617661,0,1,0,0
5065,4,4,2,6,8,1,d4,b6,h1,8/8/1R6/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,11,2,5.0,7.810249675906654,0,0,1,1
5066,4,4,2,7,3,2,d4,b7,c2,8/1R6/8/8/3K4/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,6,3,2.23606797749979,5.0990195135927845,0,1,0,0
5067,4,4,2,7,8,1,d4,b7,h1,8/1R6/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,12,3,5.0,8.48528137423857,0,0,1,1
5068,4,4,2,8,3,2,d4,b8,c2,1R6/8/8/8/3K4/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,7,4,2.23606797749979,6.082762530298219,0,1,0,0
5069,4,4,2,8,8,1,d4,b8,h1,1R6/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,13,4,5.0,9.219544457292887,0,0,1,1
5070,4,4,3,1,1,1,d4,c1,a1,8/8/8/8/3K4/8/8/k1R5 w - - 0 1,seven,7,win_6_9,0,0,3,3,2,3,4.242640687119285,2.0,1,0,1,1
5071,4,4,3,1,8,1,d4,c1,h1,8/8/8/8/3K4/8/8/2R4k w - - 0 1,seven,7,win_6_9,0,0,3,4,5,3,5.0,5.0,1,0,1,1
5072,4,4,3,3,8,1,d4,c3,h1,8/8/8/8/3K4/2R5/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,7,1,5.0,5.385164807134504,0,0,1,1
5073,4,4,3,3,8,2,d4,c3,h2,8/8/8/8/3K4/2R5/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,6,1,4.47213595499958,5.0990195135927845,0,0,1,0
5074,4,4,3,4,2,1,d4,c4,b1,8/8/8/8/2RK4/8/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,4,1,3.605551275463989,3.1622776601683795,0,0,1,0
5075,4,4,3,5,2,1,d4,c5,b1,8/8/8/2R5/3K4/8/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,5,1,3.605551275463989,4.123105625617661,0,0,1,0
5076,4,4,3,5,8,1,d4,c5,h1,8/8/8/2R5/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,9,1,5.0,6.4031242374328485,0,0,1,1
5077,4,4,3,6,2,1,d4,c6,b1,8/8/2R5/8/3K4/8/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,6,2,3.605551275463989,5.0990195135927845,0,0,1,0
5078,4,4,3,6,8,1,d4,c6,h1,8/8/2R5/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,10,2,5.0,7.0710678118654755,0,0,1,1
5079,4,4,3,7,2,1,d4,c7,b1,8/2R5/8/8/3K4/8/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,7,3,3.605551275463989,6.082762530298219,0,0,1,0
5080,4,4,3,7,8,1,d4,c7,h1,8/2R5/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,11,3,5.0,7.810249675906654,0,0,1,1
5081,4,4,3,8,2,1,d4,c8,b1,2R5/8/8/8/3K4/8/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,8,4,3.605551275463989,7.0710678118654755,0,0,1,0
5082,4,4,3,8,8,1,d4,c8,h1,2R5/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,12,4,5.0,8.602325267042627,0,0,1,1
5083,4,4,4,1,1,1,d4,d1,a1,8/8/8/8/3K4/8/8/k2R4 w - - 0 1,seven,7,win_6_9,0,0,3,3,3,3,4.242640687119285,3.0,1,0,1,1
5084,4,4,4,1,8,1,d4,d1,h1,8/8/8/8/3K4/8/8/3R3k w - - 0 1,seven,7,win_6_9,0,0,3,4,4,3,5.0,4.0,1,0,1,1
5085,4,4,4,3,1,1,d4,d3,a1,8/8/8/8/3K4/3R4/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,5,1,4.242640687119285,3.605551275463989,0,0,1,1
5086,4,4,4,3,2,1,d4,d3,b1,8/8/8/8/3K4/3R4/8/1k6 w - - 0 1,seven,7,win_6_9,0,1,3,3,4,1,3.605551275463989,2.8284271247461903,0,0,1,0
5087,4,4,4,3,3,1,d4,d3,c1,8/8/8/8/3K4/3R4/8/2k5 w - - 0 1,seven,7,win_6_9,0,2,3,3,3,1,3.1622776601683795,2.23606797749979,0,0,1,0
5088,4,4,4,3,3,2,d4,d3,c2,8/8/8/8/3K4/3R4/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,2,1,2.23606797749979,1.4142135623730951,0,1,0,0
5089,4,4,4,3,8,1,d4,d3,h1,8/8/8/8/3K4/3R4/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,6,1,5.0,4.47213595499958,0,0,1,1
5090,4,4,4,3,8,2,d4,d3,h2,8/8/8/8/3K4/3R4/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,5,1,4.47213595499958,4.123105625617661,0,0,1,0
5091,4,4,4,5,8,1,d4,d5,h1,8/8/8/3R4/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,8,1,5.0,5.656854249492381,0,0,1,1
5092,4,4,4,6,8,1,d4,d6,h1,8/8/3R4/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,9,2,5.0,6.4031242374328485,0,0,1,1
5093,4,4,4,7,8,1,d4,d7,h1,8/3R4/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,10,3,5.0,7.211102550927978,0,0,1,1
5094,4,4,4,8,8,1,d4,d8,h1,3R4/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,11,4,5.0,8.06225774829855,0,0,1,1
5095,4,4,5,1,1,1,d4,e1,a1,8/8/8/8/3K4/8/8/k3R3 w - - 0 1,seven,7,win_6_9,0,0,3,3,4,3,4.242640687119285,4.0,1,0,1,1
5096,4,4,5,3,1,1,d4,e3,a1,8/8/8/8/3K4/4R3/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,6,1,4.242640687119285,4.47213595499958,0,0,1,1
5097,4,4,5,3,6,1,d4,e3,f1,8/8/8/8/3K4/4R3/8/5k2 w - - 0 1,seven,7,win_6_9,0,2,3,3,3,1,3.605551275463989,2.23606797749979,0,0,1,0
5098,4,4,5,3,6,2,d4,e3,f2,8/8/8/8/3K4/4R3/5k2/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,2,1,2.8284271247461903,1.4142135623730951,0,1,0,0
5099,4,4,5,3,7,1,d4,e3,g1,8/8/8/8/3K4/4R3/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,4,1,4.242640687119285,2.8284271247461903,0,0,1,0
5100,4,4,5,3,7,2,d4,e3,g2,8/8/8/8/3K4/4R3/6k1/8 w - - 0 1,seven,7,win_6_9,1,1,2,3,3,1,3.605551275463989,2.23606797749979,0,0,0,0
5101,4,4,5,3,8,1,d4,e3,h1,8/8/8/8/3K4/4R3/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,5,1,5.0,3.605551275463989,0,0,1,1
5102,4,4,5,3,8,2,d4,e3,h2,8/8/8/8/3K4/4R3/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,4,1,4.47213595499958,3.1622776601683795,0,0,1,0
5103,4,4,5,4,3,2,d4,e4,c2,8/8/8/8/3KR3/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,4,1,2.23606797749979,2.8284271247461903,0,1,0,0
5104,4,4,5,5,1,1,d4,e5,a1,8/8/8/4R3/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,8,1,4.242640687119285,5.656854249492381,0,0,1,1
5105,4,4,5,5,8,1,d4,e5,h1,8/8/8/4R3/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,7,1,5.0,5.0,0,0,1,1
5106,4,4,5,6,8,1,d4,e6,h1,8/8/4R3/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,8,2,5.0,5.830951894845301,0,0,1,1
5107,4,4,5,7,8,1,d4,e7,h1,8/4R3/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,9,3,5.0,6.708203932499369,0,0,1,1
5108,4,4,5,8,8,1,d4,e8,h1,4R3/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,10,4,5.0,7.615773105863909,0,0,1,1
5109,4,4,6,1,1,1,d4,f1,a1,8/8/8/8/3K4/8/8/k4R2 w - - 0 1,seven,7,win_6_9,0,0,3,3,5,3,4.242640687119285,5.0,1,0,1,1
5110,4,4,6,3,1,1,d4,f3,a1,8/8/8/8/3K4/5R2/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,7,2,4.242640687119285,5.385164807134504,0,0,1,1
5111,4,4,6,3,3,2,d4,f3,c2,8/8/8/8/3K4/5R2/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,4,2,2.23606797749979,3.1622776601683795,0,1,0,0
5112,4,4,6,4,3,2,d4,f4,c2,8/8/8/8/3K1R2/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,5,2,2.23606797749979,3.605551275463989,0,1,0,0
5113,4,4,6,4,5,2,d4,f4,e2,8/8/8/8/3K1R2/8/4k3/8 w - - 0 1,seven,7,win_6_9,1,3,2,2,3,2,2.23606797749979,2.23606797749979,0,1,0,0
5114,4,4,6,4,7,1,d4,f4,g1,8/8/8/8/3K1R2/8/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,4,2,4.242640687119285,3.1622776601683795,0,0,1,0
5115,4,4,6,4,7,2,d4,f4,g2,8/8/8/8/3K1R2/8/6k1/8 w - - 0 1,seven,7,win_6_9,1,1,2,3,3,2,3.605551275463989,2.23606797749979,0,0,0,0
5116,4,4,6,4,8,1,d4,f4,h1,8/8/8/8/3K1R2/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,5,2,5.0,3.605551275463989,0,0,1,1
5117,4,4,6,4,8,2,d4,f4,h2,8/8/8/8/3K1R2/8/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,4,2,4.47213595499958,2.8284271247461903,0,0,1,0
5118,4,4,6,4,8,3,d4,f4,h3,8/8/8/8/3K1R2/7k/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,3,2,4.123105625617661,2.23606797749979,0,0,1,0
5119,4,4,6,5,1,1,d4,f5,a1,8/8/8/5R2/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,9,2,4.242640687119285,6.4031242374328485,0,0,1,1
5120,4,4,6,5,5,2,d4,f5,e2,8/8/8/5R2/3K4/8/4k3/8 w - - 0 1,seven,7,win_6_9,1,3,2,2,4,2,2.23606797749979,3.1622776601683795,0,1,0,0
5121,4,4,6,5,7,1,d4,f5,g1,8/8/8/5R2/3K4/8/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,5,2,4.242640687119285,4.123105625617661,0,0,1,0
5122,4,4,6,5,8,1,d4,f5,h1,8/8/8/5R2/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,6,2,5.0,4.47213595499958,0,0,1,1
5123,4,4,6,6,1,1,d4,f6,a1,8/8/5R2/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,10,2,4.242640687119285,7.0710678118654755,0,0,1,1
5124,4,4,6,6,5,2,d4,f6,e2,8/8/5R2/8/3K4/8/4k3/8 w - - 0 1,seven,7,win_6_9,1,3,2,2,5,2,2.23606797749979,4.123105625617661,0,1,0,0
5125,4,4,6,6,7,1,d4,f6,g1,8/8/5R2/8/3K4/8/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,6,2,4.242640687119285,5.0990195135927845,0,0,1,0
5126,4,4,6,6,8,1,d4,f6,h1,8/8/5R2/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,7,2,5.0,5.385164807134504,0,0,1,1
5127,4,4,6,6,8,7,d4,f6,h7,8/7k/5R2/8/3K4/8/8/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,3,2,5.0,2.23606797749979,0,0,1,0
5128,4,4,6,6,8,8,d4,f6,h8,7k/8/5R2/8/3K4/8/8/8 w - - 0 1,seven,7,win_6_9,0,0,3,4,4,2,5.656854249492381,2.8284271247461903,0,0,1,1
5129,4,4,6,7,5,2,d4,f7,e2,8/5R2/8/8/3K4/8/4k3/8 w - - 0 1,seven,7,win_6_9,1,3,2,2,6,3,2.23606797749979,5.0990195135927845,0,1,0,0
5130,4,4,6,7,7,1,d4,f7,g1,8/5R2/8/8/3K4/8/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,7,3,4.242640687119285,6.082762530298219,0,0,1,0
5131,4,4,6,7,8,1,d4,f7,h1,8/5R2/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,8,3,5.0,6.324555320336759,0,0,1,1
5132,4,4,6,8,5,2,d4,f8,e2,5R2/8/8/8/3K4/8/4k3/8 w - - 0 1,seven,7,win_6_9,1,3,2,2,7,4,2.23606797749979,6.082762530298219,0,1,0,0
5133,4,4,6,8,7,1,d4,f8,g1,5R2/8/8/8/3K4/8/8/6k1 w - - 0 1,seven,7,win_6_9,0,1,3,3,8,4,4.242640687119285,7.0710678118654755,0,0,1,0
5134,4,4,6,8,8,1,d4,f8,h1,5R2/8/8/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,9,4,5.0,7.280109889280518,0,0,1,1
5135,4,4,7,1,1,1,d4,g1,a1,8/8/8/8/3K4/8/8/k5R1 w - - 0 1,seven,7,win_6_9,0,0,3,3,6,3,4.242640687119285,6.0,1,0,1,1
5136,4,4,7,1,8,3,d4,g1,h3,8/8/8/8/3K4/7k/8/6R1 w - - 0 1,seven,7,win_6_9,0,2,3,4,3,3,4.123105625617661,2.23606797749979,0,0,1,0
5137,4,4,7,1,8,4,d4,g1,h4,8/8/8/8/3K3k/8/8/6R1 w - - 0 1,seven,7,win_6_9,0,3,3,4,4,3,4.0,3.1622776601683795,0,0,1,0
5138,4,4,7,1,8,6,d4,g1,h6,8/8/7k/8/3K4/8/8/6R1 w - - 0 1,seven,7,win_6_9,0,2,3,4,6,3,4.47213595499958,5.0990195135927845,0,0,1,0
5139,4,4,7,2,8,5,d4,g2,h5,8/8/8/7k/3K4/8/6R1/8 w - - 0 1,seven,7,win_6_9,0,3,3,4,4,3,4.123105625617661,3.1622776601683795,0,0,1,0
5140,4,4,7,2,8,6,d4,g2,h6,8/8/7k/8/3K4/8/6R1/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,5,3,4.47213595499958,4.123105625617661,0,0,1,0
5141,4,4,7,3,1,1,d4,g3,a1,8/8/8/8/3K4/6R1/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,8,3,4.242640687119285,6.324555320336759,0,0,1,1
5142,4,4,7,3,3,2,d4,g3,c2,8/8/8/8/3K4/6R1/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,5,3,2.23606797749979,4.123105625617661,0,1,0,0
5143,4,4,7,3,8,1,d4,g3,h1,8/8/8/8/3K4/6R1/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,3,3,5.0,2.23606797749979,0,0,1,1
5144,4,4,7,3,8,5,d4,g3,h5,8/8/8/7k/3K4/6R1/8/8 w - - 0 1,seven,7,win_6_9,0,3,3,4,3,3,4.123105625617661,2.23606797749979,0,0,1,0
5145,4,4,7,3,8,6,d4,g3,h6,8/8/7k/8/3K4/6R1/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,4,3,4.47213595499958,3.1622776601683795,0,0,1,0
5146,4,4,7,4,3,2,d4,g4,c2,8/8/8/8/3K2R1/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,6,3,2.23606797749979,4.47213595499958,0,1,0,0
5147,4,4,7,4,8,2,d4,g4,h2,8/8/8/8/3K2R1/8/7k/8 w - - 0 1,seven,7,win_6_9,0,1,3,4,3,3,4.47213595499958,2.23606797749979,0,0,1,0
5148,4,4,7,4,8,6,d4,g4,h6,8/8/7k/8/3K2R1/8/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,3,3,4.47213595499958,2.23606797749979,0,0,1,0
5149,4,4,7,5,1,1,d4,g5,a1,8/8/8/6R1/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,10,3,4.242640687119285,7.211102550927978,0,0,1,1
5150,4,4,7,5,8,3,d4,g5,h3,8/8/8/6R1/3K4/7k/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,3,3,4.123105625617661,2.23606797749979,0,0,1,0
5151,4,4,7,6,1,1,d4,g6,a1,8/8/6R1/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,11,3,4.242640687119285,7.810249675906654,0,0,1,1
5152,4,4,7,6,8,3,d4,g6,h3,8/8/6R1/8/3K4/7k/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,4,3,4.123105625617661,3.1622776601683795,0,0,1,0
5153,4,4,7,6,8,4,d4,g6,h4,8/8/6R1/8/3K3k/8/8/8 w - - 0 1,seven,7,win_6_9,0,3,3,4,3,3,4.0,2.23606797749979,0,0,1,0
5154,4,4,7,6,8,8,d4,g6,h8,7k/8/6R1/8/3K4/8/8/8 w - - 0 1,seven,7,win_6_9,0,0,3,4,3,3,5.656854249492381,2.23606797749979,0,0,1,1
5155,4,4,7,7,1,1,d4,g7,a1,8/6R1/8/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,12,3,4.242640687119285,8.48528137423857,0,0,1,1
5156,4,4,7,7,8,3,d4,g7,h3,8/6R1/8/8/3K4/7k/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,5,3,4.123105625617661,4.123105625617661,0,0,1,0
5157,4,4,7,7,8,4,d4,g7,h4,8/6R1/8/8/3K3k/8/8/8 w - - 0 1,seven,7,win_6_9,0,3,3,4,4,3,4.0,3.1622776601683795,0,0,1,0
5158,4,4,7,8,8,3,d4,g8,h3,6R1/8/8/8/3K4/7k/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,6,4,4.123105625617661,5.0990195135927845,0,0,1,0
5159,4,4,7,8,8,5,d4,g8,h5,6R1/8/8/7k/3K4/8/8/8 w - - 0 1,seven,7,win_6_9,0,3,3,4,4,4,4.123105625617661,3.1622776601683795,0,0,1,0
5160,4,4,7,8,8,6,d4,g8,h6,6R1/8/7k/8/3K4/8/8/8 w - - 0 1,seven,7,win_6_9,0,2,3,4,3,4,4.47213595499958,2.23606797749979,0,0,1,0
5161,4,4,8,1,1,1,d4,h1,a1,8/8/8/8/3K4/8/8/k6R w - - 0 1,seven,7,win_6_9,0,0,3,3,7,4,4.242640687119285,7.0,1,0,1,1
5162,4,4,8,3,1,1,d4,h3,a1,8/8/8/8/3K4/7R/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,9,4,4.242640687119285,7.280109889280518,0,0,1,1
5163,4,4,8,3,3,2,d4,h3,c2,8/8/8/8/3K4/7R/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,6,4,2.23606797749979,5.0990195135927845,0,1,0,0
5164,4,4,8,4,3,2,d4,h4,c2,8/8/8/8/3K3R/8/2k5/8 w - - 0 1,seven,7,win_6_9,1,2,2,2,7,4,2.23606797749979,5.385164807134504,0,1,0,0
5165,4,4,8,4,8,1,d4,h4,h1,8/8/8/8/3K3R/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,3,4,5.0,3.0,1,0,1,1
5166,4,4,8,5,1,1,d4,h5,a1,8/8/8/7R/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,11,4,4.242640687119285,8.06225774829855,0,0,1,1
5167,4,4,8,5,8,1,d4,h5,h1,8/8/8/7R/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,4,4,5.0,4.0,1,0,1,1
5168,4,4,8,6,1,1,d4,h6,a1,8/8/7R/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,12,4,4.242640687119285,8.602325267042627,0,0,1,1
5169,4,4,8,6,8,1,d4,h6,h1,8/8/7R/8/3K4/8/8/7k w - - 0 1,seven,7,win_6_9,0,0,3,4,5,4,5.0,5.0,1,0,1,1
5170,4,4,8,7,1,1,d4,h7,a1,8/7R/8/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,13,4,4.242640687119285,9.219544457292887,0,0,1,1
5171,4,4,8,8,1,1,d4,h8,a1,7R/8/8/8/3K4/8/8/k7 w - - 0 1,seven,7,win_6_9,0,0,3,3,14,4,4.242640687119285,9.899494936611665,0,0,1,1
5172,1,1,1,2,4,1,a1,a2,d1,8/8/8/8/8/8/R7/K2k4 w - - 0 1,eight,8,win_6_9,0,3,3,3,4,1,3.0,3.1622776601683795,0,0,1,0
5173,1,1,1,2,6,1,a1,a2,f1,8/8/8/8/8/8/R7/K4k2 w - - 0 1,eight,8,win_6_9,0,2,3,5,6,1,5.0,5.0990195135927845,0,0,1,0
5174,1,1,1,2,8,1,a1,a2,h1,8/8/8/8/8/8/R7/K6k w - - 0 1,eight,8,win_6_9,0,0,3,7,8,1,7.0,7.0710678118654755,0,0,1,1
